customer_id,age,purchases_last_year,website_visits_last_month,loyalty_score,avg_order_value_eur,days_since_last_purchase,email_sent,purchased,true_hidden_segment,predicted_if_treated,predicted_if_not_treated,uplift
190,24,2,5,1,160.66,31,1,0,Mixed/Unknown,0.05163402677429615,0.07899999998754112,-0.027365973213244972
4,32,4,6,1,54.48,9,0,0,Mixed/Unknown,0.1251898365055011,0.15331193208709007,-0.028122095581588957
777,36,3,5,1,11.69,51,1,0,Mixed/Unknown,0.09746768106710929,0.1256342760199631,-0.028166594952853813
73,34,3,5,1,86.39,8,0,0,Mixed/Unknown,0.09081969990815363,0.12060817249825566,-0.029788472590102033
39,33,2,4,2,103.41,1,1,0,Mixed/Unknown,0.07393671933102708,0.10406592397088726,-0.030129204639860185
220,20,3,6,1,89.35,7,0,0,Mixed/Unknown,0.06729195362240081,0.09755016965843115,-0.030258216036030336
386,39,6,5,3,104.48,16,0,0,Mixed/Unknown,0.2782854739545467,0.31052149187773165,-0.03223601792318492
136,24,2,4,2,145.35,3,1,0,Mixed/Unknown,0.05321866610732476,0.08608819516771084,-0.03286952906038608
443,20,2,4,2,53.34,10,1,0,Mixed/Unknown,0.04588587044679427,0.07903861582291444,-0.03315274537612017
139,29,2,3,1,34.74,30,1,0,Mixed/Unknown,0.040831939863587595,0.07479077047794394,-0.033958830614356346
154,52,3,2,4,12.79,118,1,0,Mixed/Unknown,0.1815155048323533,0.2164130393051168,-0.0348975344727635
318,52,3,2,4,138.1,66,0,0,Mixed/Unknown,0.1815155048323533,0.2164130393051168,-0.0348975344727635
363,35,3,3,6,112.29,80,1,1,Mixed/Unknown,0.19097754256525085,0.2259046447714392,-0.03492710220618836
485,29,5,6,2,133.12,7,0,1,Mixed/Unknown,0.16913428456384832,0.2041328146518756,-0.03499853008802728
750,40,4,4,3,57.34,27,0,0,Mixed/Unknown,0.17243887027813573,0.20828117523783252,-0.035842304959696786
28,38,5,5,2,91.36,76,0,0,Mixed/Unknown,0.18826097588367863,0.22461036901350853,-0.036349393129829904
27,19,4,5,6,16.2,12,1,0,Mixed/Unknown,0.19630289411899687,0.2329337543508537,-0.03663086023185683
568,20,3,5,3,15.21,77,0,0,Mixed/Unknown,0.08748399019890046,0.12459818111656219,-0.03711419091766173
670,46,3,3,2,98.12,12,0,0,Mixed/Unknown,0.11666831528758385,0.15426551426341117,-0.03759719897582732
289,33,9,4,7,134.73,68,1,0,Mixed/Unknown,0.5629381454362212,0.6011829659746161,-0.03824482053839484
253,19,4,6,1,60.33,12,0,0,Mixed/Unknown,0.0793604320882484,0.1180010810029416,-0.038640648914693196
93,65,5,2,2,56.02,76,0,1,Sleeping Dog,0.25538915171144727,0.2944207304522258,-0.039031578740778505
730,29,3,3,7,41.05,13,1,0,Mixed/Unknown,0.1938444988222794,0.23330277972444693,-0.03945828090216755
254,19,3,3,1,37.37,16,1,0,Mixed/Unknown,0.034571419783946886,0.07504926614349162,-0.04047784635954474
564,22,2,3,6,133.52,69,0,0,Mixed/Unknown,0.10270364891083926,0.1454490106777912,-0.04274536176695194
544,40,6,4,4,130.96,28,1,0,Mixed/Unknown,0.2927449092301409,0.33609347204835854,-0.04334856281821764
327,18,6,7,2,93.98,42,1,0,Mixed/Unknown,0.17034140372919973,0.21545443137610107,-0.04511302764690134
296,20,4,4,7,53.43,83,0,0,Mixed/Unknown,0.20772866102107637,0.2544744977160041,-0.04674583669492774
144,40,3,2,1,123.6,33,0,0,Sleeping Dog,0.06115619145408137,0.10807339308250993,-0.046917201628428565
163,31,5,4,5,115.57,25,1,0,Mixed/Unknown,0.2319043460742169,0.2798322438229304,-0.04792789774871353
613,22,4,4,6,120.87,48,0,1,Mixed/Unknown,0.18048148660632268,0.22973012079856056,-0.04924863419223788
6,25,6,4,7,68.43,61,0,1,Mixed/Unknown,0.32965119396090914,0.3809705931438102,-0.05131939918290107
199,23,4,4,5,34.63,37,0,0,Mixed/Unknown,0.15103605644672927,0.20293303344297337,-0.0518969769962441
82,21,6,6,3,74.34,56,1,0,Mixed/Unknown,0.19242434843370904,0.24437062633502718,-0.051946277901318144
90,53,4,2,1,73.15,66,1,0,Sleeping Dog,0.1184333439492677,0.17201622167239178,-0.053582877723124075
615,21,4,4,5,215.91,16,1,0,Mixed/Unknown,0.141306388952994,0.1955059820499065,-0.054199593096912496
275,34,4,3,4,32.39,25,1,1,Mixed/Unknown,0.14548137804641048,0.20079281446415234,-0.05531143641774186
368,58,6,2,3,74.44,35,1,0,Sleeping Dog,0.2944974712873636,0.3500241928469726,-0.05552672155960903
204,37,5,4,1,36.77,26,0,0,Mixed/Unknown,0.12204097252599073,0.1777536023268404,-0.055712629800849664
168,32,5,4,2,56.31,24,0,0,Mixed/Unknown,0.12833055735286641,0.18746990712700665,-0.05913934977414023
340,20,6,5,5,48.39,135,1,0,Mixed/Unknown,0.23343359346454814,0.2938024057344938,-0.06036881226994564
291,20,7,3,10,99.62,55,0,1,Sure Thing,0.46231051290116065,0.5228248900924336,-0.06051437719127295
436,20,8,7,2,55.12,30,0,1,Mixed/Unknown,0.2551603504129444,0.3158873487661163,-0.06072699835317191
434,40,7,4,3,75.23,22,0,1,Mixed/Unknown,0.2854642405138754,0.3484794327122396,-0.06301519219836416
472,41,6,3,4,65.34,64,1,0,Mixed/Unknown,0.25662237569872787,0.3218400275497429,-0.06521765185101502
263,19,6,5,3,82.1,130,0,0,Mixed/Unknown,0.15022752050683325,0.22040954227342507,-0.07018202176659183
653,34,7,1,10,33.16,50,0,0,Sure Thing,0.4884619012863353,0.5601003548377046,-0.07163845355136927
188,30,7,5,1,49.13,102,0,1,Mixed/Unknown,0.16913982714305678,0.24348140764502932,-0.07434158050197254
50,24,7,4,6,146.79,1,0,1,Mixed/Unknown,0.3134194140593187,0.38848421407752076,-0.07506480001820204
551,18,6,4,2,77.22,67,1,0,Mixed/Unknown,0.09580665431606833,0.1742322068263546,-0.07842555251028627
745,31,6,3,5,55.72,6,0,1,Mixed/Unknown,0.23127689801744683,0.31074874579844164,-0.07947184778099481
13,28,4,1,5,149.7,156,1,0,Mixed/Unknown,0.10037717826017108,0.18016464922470923,-0.07978747096453816
312,42,6,2,4,147.21,4,0,1,Mixed/Unknown,0.22354825092514322,0.3079107117872294,-0.08436246086208618
126,25,7,3,7,68.18,27,0,0,Mixed/Unknown,0.3288725146491866,0.41659724113938884,-0.08772472649020224
85,35,8,4,1,84.98,28,1,0,Mixed/Unknown,0.1977680748816338,0.29554276525004297,-0.09777469036840916
561,18,5,1,6,40.61,65,0,0,Mixed/Unknown,0.10778364571149598,0.20916006600758494,-0.10137642029608895
546,29,7,3,3,34.44,18,1,0,Mixed/Unknown,0.1726550152308917,0.27494714856977626,-0.10229213333888457
460,26,7,3,4,69.48,17,1,0,Mixed/Unknown,0.19286499686125486,0.29775766324492425,-0.1048926663836694
